x,rho,T
  0.74750000E+00,  0.61394502E+00,  0.15603937E+01
  0.75000000E+00,  0.61567853E+00,  0.15542175E+01
  0.75250000E+00,  0.61739708E+00,  0.15479280E+01
  0.75500000E+00,  0.61913537E+00,  0.15417850E+01
  0.75750000E+00,  0.62085850E+00,  0.15355288E+01
  0.76000000E+00,  0.62260159E+00,  0.15294186E+01
  0.76250000E+00,  0.62432930E+00,  0.15231951E+01
  0.76500000E+00,  0.62607718E+00,  0.15171173E+01
  0.76750000E+00,  0.62780947E+00,  0.15109263E+01
  0.77000000E+00,  0.62956216E+00,  0.15048805E+01
  0.77250000E+00,  0.63129902E+00,  0.14987215E+01
  0.77500000E+00,  0.63305651E+00,  0.14927074E+01
  0.77750000E+00,  0.63479796E+00,  0.14865801E+01
  0.78000000E+00,  0.63656025E+00,  0.14805973E+01
  0.78250000E+00,  0.63830628E+00,  0.14745012E+01
  0.78500000E+00,  0.64007339E+00,  0.14685494E+01
  0.78750000E+00,  0.64182400E+00,  0.14624843E+01
  0.79000000E+00,  0.64359591E+00,  0.14565631E+01
  0.79250000E+00,  0.64535110E+00,  0.14505285E+01
  0.79500000E+00,  0.64712784E+00,  0.14446375E+01
  0.79750000E+00,  0.64888761E+00,  0.14386331E+01
  0.80000000E+00,  0.65066916E+00,  0.14327720E+01
  0.80250000E+00,  0.65243351E+00,  0.14267975E+01
  0.80500000E+00,  0.65421988E+00,  0.14209659E+01
  0.80750000E+00,  0.65598881E+00,  0.14150209E+01
  0.81000000E+00,  0.65778001E+00,  0.14092185E+01
  0.81250000E+00,  0.65955351E+00,  0.14033027E+01
  0.81500000E+00,  0.66134953E+00,  0.13975290E+01
  0.81750000E+00,  0.66312762E+00,  0.13916421E+01
  0.82000000E+00,  0.66492847E+00,  0.13858970E+01
  0.82250000E+00,  0.66671113E+00,  0.13800385E+01
  0.82500000E+00,  0.66851681E+00,  0.13743215E+01
  0.82750000E+00,  0.67030405E+00,  0.13684913E+01
  0.83000000E+00,  0.67211456E+00,  0.13628020E+01
  0.83250000E+00,  0.67390637E+00,  0.13569996E+01
  0.83500000E+00,  0.67572171E+00,  0.13513379E+01
  0.83750000E+00,  0.67751810E+00,  0.13455630E+01
  0.84000000E+00,  0.67933827E+00,  0.13399284E+01
  0.84250000E+00,  0.68113923E+00,  0.13341806E+01
  0.84500000E+00,  0.68296424E+00,  0.13285728E+01
  0.84750000E+00,  0.68476976E+00,  0.13228520E+01
  0.85000000E+00,  0.68659960E+00,  0.13172707E+01
  0.85250000E+00,  0.68840970E+00,  0.13115764E+01
  0.85500000E+00,  0.69024438E+00,  0.13060213E+01
  0.85750000E+00,  0.69205903E+00,  0.13003532E+01
  0.86000000E+00,  0.69389855E+00,  0.12948239E+01
  0.86250000E+00,  0.69571776E+00,  0.12891817E+01
  0.86500000E+00,  0.69756211E+00,  0.12836780E+01
  0.86750000E+00,  0.69938589E+00,  0.12780614E+01
  0.87000000E+00,  0.70123508E+00,  0.12725829E+01
  0.87250000E+00,  0.70306340E+00,  0.12669916E+01
  0.87500000E+00,  0.70491743E+00,  0.12615381E+01
  0.87750000E+00,  0.70675030E+00,  0.12559717E+01
  0.88000000E+00,  0.70860916E+00,  0.12505428E+01
  0.88250000E+00,  0.71044658E+00,  0.12450011E+01
  0.88500000E+00,  0.71231028E+00,  0.12395965E+01
  0.88750000E+00,  0.71415224E+00,  0.12340792E+01
  0.89000000E+00,  0.71602077E+00,  0.12286985E+01
  0.89250000E+00,  0.71786726E+00,  0.12232053E+01
  0.89500000E+00,  0.71974062E+00,  0.12178484E+01
  0.89750000E+00,  0.72159164E+00,  0.12123789E+01
  0.90000000E+00,  0.72346984E+00,  0.12070454E+01
  0.90250000E+00,  0.72532538E+00,  0.12015994E+01
  0.90500000E+00,  0.72720840E+00,  0.11962890E+01
  0.90750000E+00,  0.72906847E+00,  0.11908662E+01
  0.91000000E+00,  0.73095631E+00,  0.11855785E+01
  0.91250000E+00,  0.73282088E+00,  0.11801787E+01
  0.91500000E+00,  0.73471355E+00,  0.11749135E+01
  0.91750000E+00,  0.73658263E+00,  0.11695362E+01
  0.92000000E+00,  0.73848011E+00,  0.11642933E+01
  0.92250000E+00,  0.74035369E+00,  0.11589383E+01
  0.92500000E+00,  0.74225599E+00,  0.11537173E+01
  0.92750000E+00,  0.74413405E+00,  0.11483844E+01
  0.93000000E+00,  0.74604116E+00,  0.11431850E+01
  0.93250000E+00,  0.74792370E+00,  0.11378738E+01
  0.93500000E+00,  0.74983561E+00,  0.11326958E+01
  0.93750000E+00,  0.75172262E+00,  0.11274060E+01
  0.94000000E+00,  0.75363934E+00,  0.11222491E+01
  0.94250000E+00,  0.75553080E+00,  0.11169805E+01
  0.94500000E+00,  0.75745231E+00,  0.11118443E+01
  0.94750000E+00,  0.75934823E+00,  0.11065966E+01
  0.95000000E+00,  0.76127453E+00,  0.11014809E+01
  0.95250000E+00,  0.76317488E+00,  0.10962538E+01
  0.95500000E+00,  0.76510596E+00,  0.10911583E+01
  0.95750000E+00,  0.76701074E+00,  0.10859516E+01
  0.96000000E+00,  0.76894659E+00,  0.10808760E+01
  0.96250000E+00,  0.77085578E+00,  0.10756893E+01
  0.96500000E+00,  0.77279640E+00,  0.10706334E+01
  0.96750000E+00,  0.77470999E+00,  0.10654665E+01
  0.97000000E+00,  0.77665537E+00,  0.10604299E+01
  0.97250000E+00,  0.77857334E+00,  0.10552825E+01
  0.97500000E+00,  0.78052346E+00,  0.10502650E+01
  0.97750000E+00,  0.78244581E+00,  0.10451368E+01
  0.98000000E+00,  0.78440067E+00,  0.10401382E+01
  0.98250000E+00,  0.78632737E+00,  0.10350289E+01
  0.98500000E+00,  0.78828695E+00,  0.10300488E+01
  0.98750000E+00,  0.79021799E+00,  0.10249582E+01
  0.99000000E+00,  0.79218229E+00,  0.10199963E+01
  0.99250000E+00,  0.79411765E+00,  0.10149241E+01
  0.99500000E+00,  0.79608665E+00,  0.10099803E+01
  0.99750000E+00,  0.79802631E+00,  0.10049262E+01
  0.10000000E+01,  0.80000000E+00,  0.10000000E+01
